,Hospital,State,City,LocalAddress,Pincode
1128,Debipur Netralaya Pvt Ltd,West Bengal,Burdwan,"Near Kristi Cinema Hall,Memari, Burdwan",713146
1129,Deccan Hospital,Karnataka,Kolar,"Opp Ksrtc Depot, Ashwini Extension, Chintamani, Chikballapura-563125",563125
1130,Deccan Medical Centre Pvt Ltd,Karnataka,Belgaum,"Goods Shed Road, Near Railway Station",590001
1131,Deeksha Hospital,Karnataka,Bangalore,#387/347 Bb Road Nehrunagar Yelahanka Old Town Next To Post Office,560064
1132,Deendayal Memorial Hospital,Maharashtra,Pune,"# 926, .C. Road, Shivajinagar, Adjucent To Tukaram Pauka Chowk.",411004
1133,Deep Hospital,Punjab,Patiala,Opp Punjabi University,147002
1134,Deep Hospital,Madhya Pradesh,Bhopal,"Hig-33, Shivajinagar",462016
1135,Deep Hospital & Research Centre,Rajasthan,Jaipur,"Khatipura Road,Satya Nagar Mode Jhotwara,",302012
1136,Deep Intensive And Critical Care,Gujarat,Baroda,"B/4, Maharani Shool, Near Sursagar, Raopura",390001
1137,Deep Medical Center,Haryana,Faridabad,"Site No 1, Sector - 16A Mkt Road,Faridabad",121002
1138,Deep Nursing Home,Punjab,Barnala,College Road,148101
1139,Deep Nursing Home,Punjab,Barnala,Collage Road Barnala-148101,
1140,Deep Nursing Home,Maharashtra,Thane,"Kalyan Road, Ashok Nagar, Bhiwandi, Thane.",421302
1141,Deep Nursing Home & Children Hospital,Punjab,Ludhiana,"481-R,Model Town",141002
1142,Deepa Hospital,Karnataka,Bangalore,"# 27,Old Madra Road K.R. Puram Ext Bangalore",560036
1143,Deepa Hospital (Tsunami Project Only),Kerala,Alleppey,"Karuvatta Post, Haripad, Alappuzha",690517
1144,Deepa Kannan Hospital,Tamilnadu,Karur,"# 33,Muthunagar,Karur",639002
1145,Deepa Nursing Home,Karnataka,Chickmangalur,"Chikmanglur, Karnataka",577101
1146,Deepa Nursing Home,Kerala,Kasaragod,"Kunnummal,Kanhangad",671315
1147,Deepak Hospital,Karnataka,Bangalore,"259, 33Rd Cross, Kanakapura Main Road, 7Th Block, Jayanagar-560082",560082
1148,Deepak Hospital,Maharashtra,Mumbai,"Holy Complex,Near Sai Petrol Pump,Opp White House Hotel,Mira Bhayandar Mira Road East,Thane",401107
1149,Deepak Memorial & Medical Research Centre,Delhi,Delhi,"5, Institutional Area, Vikas Marg Ex Ii,Vikas Marg Ex 11,",110092
1150,Deepak Nursing Home,Orissa,Bhubaneswar,"Plot No 84, (Dc)Saheed Nagar,",751007
1151,Deepam Eye Hospital,Tamilnadu,Chennai,"#72,Medavakkam,Tank Road,Kilpauk",600010
1152,Deepam Hospital,Tamilnadu,Chennai,"#327, Muthurangam Road,Tambaram(West),Kanchipuram,West Tambaram",600045
1153,Deepam Hospital,Tamilnadu,Coimbatore,"687, Trichy Road.",641045
1154,Deepam Hospital,Tamilnadu,Valapady,"#128,Ayya Gounder Street,Opp Police Station",636115
1155,Deepam Hospital Ltd,Tamilnadu,Chennai,"30, Ayyasamy Street,",600044
1156,Deepam Hospital Ltd,Tamilnadu,Chennai,"107-A, Gst Road, Chennai",600044
1157,Deepam Hosptial (Tsunami Project Only),Kerala,Kayamkulam,"Kayamkulam, Kanaalloor North,Pattoli Market Post.",690502
1158,Deepan Hospital,Delhi,Delhi,"Khasra 139-140, Najafgarh Raod, Kapashera.",110037
1159,Deepashri Hospital (A Unit Of Cadms Trust),Karnataka,"Bangalore,",#86. 2Nd Main 16Th Cross Malagala Nagarabhavi 2Nd Stage Bangalore560072,560072
1160,Deepika Eye Care Hospital,Tamilnadu,Kanchipuram,"1564/4D,Chengalpet Road",602105
1161,Deepjyoti Hospital Pvt Ltd,Maharashtra,Nashik,"Crown Complex,Sharanpur Road, Opp Rajiv Gandhi Bhavan",422002
1162,Deepshikha Orthopaedic Hospital,Rajasthan,Kota,"P-Square, 1-C-19 (Sfs) Talwandi",324005
1163,Deepthi Hospital,Tamilnadu,Namakkal,"31-A,Mohanur Road",637001
1164,Deepthi Nursing Home,Andhra Pradesh,Nellore,"Sbi Railway Road, Brindavanam, Psr",524001
1165,Delhi Heart And Lung Institute,Delhi,Delhi,#3Mm Ii Panchkuian Road New Road-110055New Delhi,110055
1166,Delhi Hospital & Maternity Home,Haryana,Jind,"# 1151, Urban Estate, Jind,Haryana-126102",126102
1167,Delhi Hospital & Nursing Home,Haryana,Jhajjar,"Rohtak Road,Bahadur Garh.",124507
1168,Delhi Hospital & Temple Nursing Home,Delhi,Delhi,"#1, Ansari Road, Darya Ganj,New Delhi-110002.",110002
1169,Delhi Nursing Home,Punjab,Bhatinda,Bibiwala Road,151001
1170,Deodhar Eye Hospital,Maharashtra,Pune,"#39/25, Erandawane, Karve Rd,",411004
1171,Deokate Hospital,Maharashtra,Baramati,Indapur Road,413102
1172,Deoki Hospital,Uttar Pradesh,Lucknow,"Ahibaranpur,Sitapur Road,",226020
1173,Deshmukh Hospital,Maharashtra,Parbhani,"#17, Dr.Hedgewar Marg,Station Road,",431401
1174,Deshpande Hospital,Maharashtra,Ahmednagar,"Anandi Bazar, Patwardhan Chowk,Anandi Bazar",414001
1175,Deshpande Hospital,Maharashtra,Pune,"Parekh B Towers, Biaroba Nala, Fatimanagar",411013
1176,Desun Hospital & Heart Institute,West Bengal,Kolkata,"Em By Pass,Kasba Gol Park",700107
1177,Dev Eye Hospital,Gujarat,Ahmedabad,"#405,Pratham Mangal Complex,Opp Vasna Telephone Exchange,Vasna",380007
1178,Dev Hospital Dev Seva Trust,Gujarat,Ahmedabad,"Kesariyaji Bus Stop, Vasna Jivraj Mehta Hosp. Road,Vasna Ahmedabad-380007",380007
1179,Dev Nandini Hospital,Uttar Pradesh,Hapur,"Garh Road,Hapur",245101
1180,Dev Nursing Home,Maharashtra,Mumbai,"Shilpa Appartment, Ist Floor, Shankar Ghanekar Marg, Off Gokhale Road S), Dadar W-400028Shankar Ghanekar Marg,",400028
1181,Deva Matha Hospital,Kerala,Ernakulam,"Koothattukulam, Ernakulam Distkerala",686662
1182,Devadhar Nursing Home,Maharashtra,Pune,"S.No. 901, Near Tapovan Mandir,Pimpri.",411017
1183,Devadoss Multispeciality Hospital,Tamilnadu,Madurai,"#75/1,Alagarkovil Main Roadsurveyor Colony,",625007
1184,Devaki Cancer Institute,Tamilnadu,Madurai,"#26,Theni Main Road,Arasaradi,Near Bypass Road",625016
1185,Devaki Hospital,Tamilnadu,Sivagangai,"No.6/1,Kamban Mani Mandapam Road,Karaikudi,",630001
1186,Devam Orthopaedic Hospital,Gujarat,Ahmedabad,"215-216, Sarvopari Mall, Near Bhuyangdev Cross Road, Sola Road, Ghatlodia, Ahmedabad- 380061, Gujarat",380061
1187,Devamatha Hospital,Kerala,Koratty,# 365/15 Old Nh Near Post Offic Located Near To Christian Pilgrim Centre St.Mary'S Forane Church Koratty,680308
1188,Devasya Kidney And Multispeciality Hospital,Gujarat,Ahmedabad,"3, Panchal Nagar Society, Opp Mehasana Society, Nava Vadaj Road,Vadaj",380013
1189,Devi Laxmi Hospital,Chattisgarh,Raipur,"B-19/5,Ring Road,Tagore Nagar",492001
1190,Devi Nursing Home,Kerala,Malapuram,"Nilambur, Malappuram Dt.,Kerala-679329",679329
1191,Devi Priya Hospital,Tamilnadu,Madurai,"12/54, A2G, T.B. Road,Usilampattiusilampatti, Madurai-625532.",625532
1192,Devi Priya Life Care Hospital,Andhra Pradesh,Vizag,"58-1-433/2,Main Road,Santhinagar,Nad Post",530009
1193,Devi Super Speciality Eye Hospital Private Limited,Karnataka,Bangalore,"#434, 18Th Main, 80 Feet Road, 6Th Block Bus Depot. Block,Koramangala. Bangalore-560095",560095
1194,Devishiv Hospital,Uttar Pradesh,Lucknow,"B-328-B, Sector B, Mahanagar",226006
1195,Devpushp Hospital,Gujarat,Baroda,"Devpushp Complex,Tulsidham Cross Road,Manjalpur",390011
1196,Devyane Hospital,Rajasthan,Alwar,"Kalakuan, Manumarg, Infront Of Bsnl Colony.",301001
1197,Dewang Nursing Home (P) Ltd,Maharashtra,Thane,"Bhaveshwar Market, 2Nd Floor,M.G. Road, Ghatkopar (E).",400077
1198,Dewas Hospital And Research Centre,Madhya Pradesh,Dewas,"231,A.B. Road,Dewas",455001
1199,Dey'S Hospital,Uttar Pradesh,Kanpur,"491, Kazi Khera, Lal Bangla, Kanpur, Uttar Pradesh-208007, Near Poonam Talkies",208007
1200,Dhama Clinic & Medical Centre,Uttar Pradesh,Noida,"C-46, Sector-34, Noida",201307
1201,Dhamdhere Hospital,Maharashtra,Pune,"Sanaswadi Poona Nagar Road,Talshirur",412208
1202,Dhami Eye Care Hospital,Punjab,Ludhiana,# 82-B Kitchlu Nagar Ludhiana - 141001,141001
1203,Dhanshree Hospital,Maharashtra,Pune,"Gp-66, G Block, Midc,Chinchwad, Pune-411019.",411019
1204,Dhanush Hospital,Karnataka,Bagalkot,Mahaveer Road Bagalkot,587313
1205,Dhanush Hospital,Karnataka,Kolar,"Behind Municipal Park,N.R.Extension,Chintamani,",563125
1206,Dhanush Hospital,Karnataka,Nagarbhavi,"#63, Byraveshwara Nagar 2Nd Main, Nagarbhavi Main Raod, Bangalore-560072",560072
1207,Dhanvantari Fracture Orthopaedic & Arthroscopy Cntre,Maharashtra,Kolhapur,"# 1717,B 7Th Lane, Rajaranpuri, 7Th Lane, Maharashtra",416008
1208,Dhanvantari Hospital,Gujarat,Baroda,"2Nd Floor,Nivedanam Complex,Soma Talaw Cross Road,Dabhoi Ring Road",390019
1209,Dhanvantari Hospital (P) Ltd.,Maharashtra,Badlapur,"Thakkar Palza, Kulgaon (E), Badlapur, Thane - 421503Badlapur, Thane - 421 503.",421503
1210,Dhanvantri Children'S Hospital & Nicu,Maharashtra,Thane,2Nd Floor Mohan Heritage Building Opp Tmc Office Panchpakhadi,400602
1211,Dhanvantri Hospital & Research Centre,Rajasthan,Jaipur,"67/56-Manasarower,Heerapath",302020
1212,Dhanvantri Jeevan Rekha Ltd,Uttar Pradesh,Meerut,Umber One Near Gol Market,250003
1213,Dhanwantari Hospital,Maharashtra,Pune,"Krishna Prasad Society Plot # 42, Rambaug Colony, Paud Road",411038
1214,Dhanwantari Medical,Maharashtra,Pune,"Tilak Road, Pradhikaran, Maharashtra, Pune",411044
1215,Dhanwantari Tomer Hospital,Uttar Pradesh,Bareilly,"35-A-2/11, Rampur Bagh.",243001
1216,Dhanwantary Hospital & Iccu,Maharashtra,Mumbai,"545, Netaji Subhash Road, Mulund West, Mumbai",400080
1217,Dhanwantri Hospital & Research Centre,Rajasthan,Jaipur,"New Sagar Road, Mansarovar Jaipur ,",302020
1218,Dharam Hospital,Punjab,Chandigarh,"#2040, Sector-15C, Near Traffic Lights",160015
1219,Dharan Hospital,Tamilnadu,Salem,"14,Seela Naicken Patti By Pass. On A National Highway Salem",636201
1220,Dharani Nursing Home,Andhra Pradesh,Nalgonda,"Doctirs Colony, Miryalaguda.",508207
1221,Dharma Orthopedic Center,Maharashtra,Pune,"D Building Om Mahavir Society,Irani Market Yerwada",411006
1222,Dharmashila Cancer Hospital & Research Centre,Delhi,Delhi,"Dharmashila Marg,Vasundhara Enclavevasundhara Enclave, Delhi - 96",110096
1223,Dhawan Hospital,Haryana,Panchkula,"Plot-1, Sector-7, Panchkula, Haryana",134109
1224,Dhiviya Nursing Home,Tamilnadu,Erode,"306, Chennimalai Road, Kangayam",638701
1225,Dhruva Eye Hospital & Laser Centre,Gujarat,Rajkot,Rashtriya Shala Main Road,360002
1226,Dhulabapu Kokare Memorial Hospital,Maharashtra,Pune,"Malavarchi Devi, Ring Road,Baramati",413102
1227,Dhulipalla Hospital Guntur,Andhra Pradesh,Guntur,"12-25-179,Kothapet, Opp Sivalayam, Guntur-522001",522001
1228,Dhvani Ent Hosptial,Gujarat,Vadodara,Near G.P.O. Raopura.,390001
1229,Dhwani General Hospital,Gujarat,Ahmedabad,"#28,New Kamlesh Society,Odhav",382215
1230,Diagram Health Care,Karnataka,Bangalore,"4, R.M.V.Extensionmekhri Circle",560080
1231,Dilkusha Nursing Home Pvt Ltd,West Bengal,Kolkata,94A Dilkusha Street Kolkata,700017
1232,Dinesh Nursing Home,Tamilnadu,Madurai,"No.6-1-33,West Street,Viswanathapuram, Madurai-625014",625014
1233,Dipa Children Hospital&Micu,Gujarat,Ahmedabad,"Bhagwati Complex, Mahalaxmi Paladi.",380007
1234,Disha Eye Hospital & Research Centre Pvt Ltd,West Bengal,Kolkata,"88(63A) Ghosh Para Road, Barrackpore",700120
1235,Disha Eye Hospital (Hoogly) Pvt Ltd,West Bengal,Hooghly,"14.G.T. Road, Shedraphully, West Bengal",712223
1236,Dispur Polyclinic & Nursing Home,Assam,Guwahati,Ganeshguri Chariali,781001
1237,Divakars Global Hospitals,Karnataka,Bangalore,"No.220, 9Th Cross, J.P.Nagar 2Nd Phase, Bangalore-560078",560078
1238,Divine Heart Hospital & Resesarch Centre,Uttar Pradesh,Lucknow,"Virajkhand-5,Gomti Nagar",226010
1239,Divine Medical Centre,Kerala,Trichur,Wadakkancherywadakkanchery,680590
1240,Divine Multispeciality Hospital & Research Centre,Maharashtra,Navi Mumbai,"Plot No 21, Near Ekta Society, Sector 6, Ghansoli, Navi Mumbai-400701",400701
1241,Divine Nursing Home Pvt Ltd,West Bengal,Kolkata,"11A, Abinash Chandra Banerjee Lane,Beliaghata.",700010
1242,Divine Speciality Hospital,Karnataka,Bangalore,"#110,6H Main,I.T.I Layout,Benson Town Post",560046
1243,Divya Eye Clinic,Maharashtra,Pune,"F-2,Shakun Apts, Above Bank Of Maharashtra ,Sanghavinagar,Aunoh,Pune",411007
1244,Divya Prabha Eye Hospital,Kerala,Trivandrum,"Padinjatil Lane,Kumarapuram",695011
1245,Divya Prastha Hospital,Delhi,Delhi,"Rz-37,Main Road,Palam Colony,",110045
1246,Divyadrishti Eye Hosptial,Karnataka,Bangalore,"996/22, Service Road,Rpc Layout, Bangalore",560040
1247,Dm Eye Care Delhi Pvt Ltd (Aster),Haryana,Faridabad,5E/08 Railway Road Near Neelam Chowk,121001
1248,Dm Wims ( Wayanad Institute Of Medical Secience),Kerala,Wayanad,"Naseera Nagar, Meppadi, Wayanda, Kerala",673577
1249,Doctor House,Gujarat,Mehsana,"Jail Road, Mehsana",384002
1250,Doctor Rex'S Hospital,Tamilnadu,Chennai,"# 37, Millers Road, Kilpauk",600010
1251,Dogra Nursing Home & Endoscopy Centre,Punjab,Chandigarh,House No -8 Sector-19 A,160019
1252,Dolphin Children Hospital,Andhra Pradesh,Hyderabad,"17-87,Road #1,Kamalanagar,Chaitanyapuri,Dilsukhnagar",500060
1253,Domjur Nursing Home,West Bengal,Howrah,Attached To Hazra Building,711405
1254,Doshi Nursing Home,Maharashtra,Mumbai,"Amrut Kunj, Near Rly Station, Mg Road, Ghatkopar East-400077",400077
1255,Down Town Hospital Ltd,Assam,Guwahati,"G.S. Road, Dispur",781005
1256,Dr A.M Vaze,Maharashtra,Mumbai,Shivaji Park,400028
1257,Dr Agarwal'S Eye Hospital Ltd,Tamilnadu,Chennai,"19, Cathedral Road",600086
1258,Dr Agarwal'S Eye Hospital Ltd (Nanganallur),Tamilnadu,Nanganallur,"Ophthalmology Dept Margreet Sydney Hospital No 13, 2Nd Street Nanganallur Chennai-600061",600061
1259,Dr Agarwal'S Healthcare Ltd,Andhra Pradesh,Hyderabad,"18-92/C,D,E, S.S Towers Chaitanyapuri X Road Dilsukhnagar-500060Dilsukhnagar",500060
1260,Dr Agarwal'S Healthcare Ltd,Andhra Pradesh,Secunderabad,"Matarani Sensation 8-1-386, 387-8467 Rastrapati Road Secunderabad-500003",500003
1261,Dr Agarwal'S Healthcare Ltd.,Karnataka,Bangalore,"Kade, Complex No 869, 2Nd Stage, Wcr 3Rd Stage, Basaveshwaranagar",560079
1262,Dr Agarwals Eye Hospital Ltd,Tamilnadu,Chennai,"#107, A Block 3Rd Avenue Anna Nagar Near",600040
1263,Dr Agarwals Eye Hospital Ltd,Tamilnadu,Chennai,"#33,7Th Avenue,Ashok Nagar",600083
1264,Dr Agarwals Eye Hospital Ltd,Tamilnadu,Chennai,"No-6, Duraisamy Street Tdk Towers Tambaram",600045
1265,Dr Agarwals Eye Hospital Ltd,Tamilnadu,Kanchipuram,"#32-B,Indiragandhi Road Opp Taluk Office",631502
1266,Dr Agarwals Eye Hospital Ltd (Dharmapuri),Tamilnadu,Dharmapuri,"136 1St Floor,Nethaji Bye Pass Road",636701
1267,Dr Agarwals Eye Hospital Ltd (Gopalapuram),Tamilnadu,Chennai,Retina Foudation No 31 1St Street Gopalapuram,600086
1268,Dr Agarwals Eye Hospital Ltd (Kumbakonam),Tamilnadu,Kumbakonam,"2/381, Indiranagar,Kumbakonam",612001
1269,Dr Agarwals Eye Hospital Ltd (Periyar Nagar),Tamilnadu,Chennai,"B-63, Siva Elango Salai 70Feet Road, Periyar Nagar",600082
1270,Dr Agarwals Eye Hospital Ltd (Salem),Tamilnadu,Salem,"#114/7,Gandhi Road,Salem",636007
1271,Dr Agarwals Eye Hospital Ltd (Villupuram),Tamilnadu,Villupuram,"#19, Trichy Trunk Road,Near To Villupuram Signal",605602
1272,Dr Andals Lakshmi Fertility Reserch & Laparoscopic Surgical Centre,Andhra Pradesh,Nellore,"16-2-94, Pogathota, Near Raghava Cini Complex, Nellore-524001",524001
1273,Dr Baliga Nursing Home,Maharashtra,Mumbai,"Paras, S.V.Road, Goregaon W-400062Mumbai-400062",400062
1274,Dr Bandal Arogya Hospital,Maharashtra,Thane,"1St Floor, Golden Park, Opp.Navneet Motors, L.B.S. Marg, Thane West",400601
1275,Dr D Y Patil Hospital & Research Centre,Maharashtra,Mumbai,"Sector-5,Nerul",400706
1276,Dr Handral Nursing Home,Karnataka,Ranbennur,"No.14,Rajendra Nagar,",581110
1277,Dr Kamakshi National Hospital,Tamilnadu,Chennai,No 12 Jaffer Serang Streetsecond Line Beach Chennai,600001
1278,Dr Kandoi Ashirwad Hospitals,Maharashtra,Mumbai,Ganesh Ashish Apt Vadavli Section Ambernath(E),421501
1279,Dr Kundan Lal Hospital,Punjab,Sangrur,"Ahmedgarh,",148021
1280,Dr Lankesh Eye Hospital Pvt Ltd,Tamilnadu,Ashok Nagar,No-2 41St Street. 6Th Avenue. Ashok Nagarashok Nagar,600083
1281,Dr Lodaya Hospital,Karnataka,Ranbennur,"Ashwini Nagar,Just Behind Bus Stand,",581110
1282,Dr M Prakash Hospital & Medical Research Centre,Uttar Pradesh,Meerut,Begum Bridge Road Gic Near Meerect,250001
1283,Dr Mahadevappa Eye Laser Hospital,Karnataka,Tumkur,"15Th Cross, S.S. Puram, (Horticulture Office Road) Tumkur-572102",572102
1284,Dr Manoharan Hospital,Tamilnadu,Coimbatore,"No.1210,Thadagam Road,Near To Aavin Milk Company,R.S. Puram,",641002
1285,Dr Nutan Shah Eye Hospital & Advanced Phaco Centre,Gujarat,Baroda,"1, Devdeep Complex, Delux Cross, Nizampura",390002
1286,Dr Pattabhirama Rao (Siromani Hospital),Andhra Pradesh,Kothagudem,"No.4-1-7,Ramnagar,Kothagudem-507101",507101
1287,Dr Rama Sofat Hospital,Punjab,Ludhiana,"No.435,College Road,Adjacent Malwa Girls Khalsa School,",141001
1288,Dr Ramesh Hospital For Piles & Proctology,Karnataka,Mysore,410 Contour Road Gokulam Mysore -570002,570002
1289,Dr Rane Hospital (P) Ltd,Maharashtra,Mumbai,"37,Pestom Sagar, Chembur37, Pestom Sagar, Chembur",400089
1290,Dr Rani Menon'S Eye Clinic,Kerala,Thrissur,"18/470, Civil Lane Road, Chungam, Thrissur Kerala-680004",680004
1291,Dr Sreedhar'S Kidney & Multispeciality Hospital,Andhra Pradesh,Hyderabad,"No.13-6-437/1/L/1,Khaderbagh,Nanal Nagar,",500008
1292,Dr Ysr Memorial Hospital,Andhra Pradesh,Ananthapur,"#12-2-878, 1Cross, Sai Nagar, Anantapur-515001 (A.P.)",515001
1293,Dr. A. Ansari Hospital,Tamilnadu,Nagapattanam,"# 20, Naganathar Sannadhi, Nagapattinam, Tamilnadu",611001
1294,Dr. A. Govindarajan Eye Hospitals,Tamilnadu,Trichy,"No: 6, Officer'S Colony, Puthur Tiruchirapalli-620017Trichy",620017
1295,Dr. Agarwal'S Eye Hospital (Rep By Dr. Agarwal'S Health Care Ltd.),Andhra Pradesh,Hyderabad,"#6-3-712/80 And 81, Punjagutta Colony, Hyderabad, A.P.-500082",500082
1296,Dr. Agarwal'S Eye Hospital (Rep. By Dr. Agarwal'S Health Care Ltd.),Orissa,Cuttack,"Bbc Tower, Link Road Square, Madhupatna, Cuttack-753010",753010
1297,Dr. Ajayan'S Multispeciality Hospital,Maharashtra,Mumbai,"Plot #6, Sector-9, Opposite Rf Naik School Ground, Koparkhairane",400709
1298,Dr. Akbar Eye Hospital,Andhra Pradesh,Ananthapur,#12-3-2 346Th Lane Sai Nagar Ananthapur,515001
1299,Dr. Anji Reddy Multi-Speciality Hospital Pvt Ltd,Andhra Pradesh,Guntur,"16/682, Piduguralla Main Road.",522413
1300,Dr. Arvind Vision Care,Tamilnadu,Chennai,"#61, Reddy Palayam Road, Mogappair West, Chennai, Tamilnadu",600037
1301,Dr. Ashish Dave Eye Hospital,Gujarat,Ahmedabad,"'Aakash' Complex, Station Road, Maninagarahmedabad-380008.",380008
1302,Dr. Ashit Shah Eye Hospital,Gujarat,Ahmedabad,"# 202, Shaival Complex, Opp:Chandanbala Tower, Paldipaldi, Ahmedabad-380007.",380007
1303,Dr. Ashok Mittal Hospital,Rajasthan,Ajmer,"# 249-A,Main Road, Vaishali Nagar.",305006
1304,Dr. Ashok Patil Clinic,Maharashtra,Sangli,"Kinikar Patil Estate, Vishrambag,Sangli",416415
1305,Dr. Atray Eye Hospital,Rajasthan,Udaipur,"19-20, Townhall Link Road, Udaipur, Near Corporation Bank, Rajasthan, Udaipur",313001
1306,Dr. Atul Shah Eye Hospital,Gujarat,Ahmedabad,"3Rd Floor, Narottam Complex,Bhuyangdev Cross Road,Ahmedabad",380061
1307,Dr. Bawaris Nursing Home,Assam,Tinsukia,"Parbatia Road, Tinukin.",786125
1308,Dr. Bedekars Hospital,Maharashtra,Thane,"Shiu-Shakti Anupade, Thane.",400602
1309,Dr. Bhandare Hospital,Goa,Panjim,Fontainhas Panaji Northgoa,403001
1310,Dr. Bidari'S Ashwini Hospital,Karnataka,Bijapur,B.L.D.E. Road,586103
1311,Dr. Bothra'S Hospital,Maharashtra,Mumbai,"Ramkrishna Building,1St Floor, Gadav Naka, Bhandup West",400078
1312,Dr. Caeiro Bicholim Polyclinic Hospital,Goa,Panjim,"Sonarpeth, Bicholim,North-Goa, Goa-403504",403504
1313,Dr. Deepak Hospital,Maharashtra,Ahmednagar,"Savedi Road, Ahmednagar",414003
1314,Dr. Dijesh Shah'S Meru Nursing Home,Gujarat,Bhavnagar,"75 B, Mahila Welfare Society,Chittaranjan Chowk, Vidhyanagar, Bhuvnagar, Gujarat",364002
1315,Dr. Eye Hospital,Maharashtra,Mumbai,"1St Floor, Viral Apts,S V Road,S.V. Road,Anderi West, Mumbai.",400058
1316,Dr. G.C. Hospital,Tamilnadu,Karur,"#30, North Pradakshanam Road, Karur, Tamilnadu.",639001
1317,Dr. G.K. Srivastava Hospital Pvt Ltd,Uttar Pradesh,Bareilly,"13-D, Rampur Garden.",243001
1318,Dr. Gandhi Orthopaedic Hospital,Gujarat,Rajkot,"Vidyanagar Main Road, Sarvoday Sankool.",360002
1319,Dr. Gandhi'S Nursing Home Pvt Ltd,Maharashtra,Mumbai,"101/102/202, Mangamurti Chs, Off.Bole Road, Mumbai-400028",400028
1320,Dr. Gokavi Maternity & General Hospital,Karnataka,Hubli,Karwar Road Hubli,580029
1321,Dr. Govind Gupta Hospital,Rajasthan,Bharatpur,"#135, Krishna Nagar",321001
1322,Dr. Grace George Hospital,Tamilnadu,Chennai,"# 34, Udayavar Koil Street,Thirumizhisai, Poonamalee.",600029
1323,Dr. H.B. Eye Hospital,Gujarat,Surendranagar,"Surendranagar,Near Milan Cinema, Gujarat",363001
1324,Dr. Ithape Hospital,Maharashtra,Sangamner,"New Nagad Road, Sangamner,Ahmednagar, Pune-422605.",422605
1325,Dr. Jacquline Divyananda (Divya Hospital),Tamilnadu,Chennai,"# 20, Medavakkam Main Road, Madipakkam",600091
1326,Dr. Jawaharlal Rohatgi Smarak Netra Chikitsalaya,Uttar Pradesh,Kanpur,"117/52, Sarvodaya Nagar,Near Bhoot Nath Mandhir.",208005
1327,Dr. Jayant Shah Hospital,Gujarat,Nadiad,"Santram Road, Nadiad,Kheda, Gujarat-387001.",387001
1328,Dr. Jayesh C. Gandhi Surgical Hospital,Gujarat,Surendranagar,"Old Junction Road, B/H. Boston Guest House.",363001
1329,Dr. Jeyasekharan Medical Trust,Tamilnadu,Nagercoil,"#1159, K.P. Road, Nagerkoil.",629003
1330,Dr. Jialal Memorial Hospital Pvt Ltd,Uttar Pradesh,Jhansi,"Opp. Medical College, Gate-2",284003
1331,Dr. K.M. Nallaswamy Hospital,Tamilnadu,Erode,"#93, Power House Road,Erode",638001
1332,Dr. Kamra'S Urinary & Surgical Diseases Centre,Uttaranchal,Dehradun,"8, Inder Road,",248001
1333,Dr. Kannure Hospital & Iccu,Maharashtra,Mumbai,F-2 D-2 Sector-9Main Road Vashi,400703
1334,Dr. Kantak'S Hospital,Goa,Margao,Bishop Rebello Road,403601
1335,Dr. Khunger Eye Care & Research Center Pvt. Ltd.,Rajasthan,Ajmer,"#1109, Near Post Office Opp To Pnb Ramganj, Belwar Road, Ajmer ,Rajasthan",305001
1336,Dr. Khunger'S Eye Care Centre,Rajasthan,Ajmer,"Beawar Road, Near Post Office, Ramganj",305001
1337,Dr. Kothari Eye Hospital,Rajasthan,Ajmer,"G-31, Makarwali Road, Ajmer",305006
1338,Dr. Kulkarni Hospital,Maharashtra,Pune,"10A 11 Kalyan Peth,Junnar",410502
1339,Dr. Kumaraswami Health Centre ( A Unit Of Indian Medical Centre),Tamilnadu,Kanyakumari,"N.H. Road # 47, 1/4C,1/4D,1/4E Perumalpuramperumalpuram, Kanyakumari.",629703
1340,Dr. Kunhalu'S Nursing Home,Kerala,Ernakulam,"T.D.Road, Ernakulamernakulam",682011
1341,Dr. Loganathan Orthopaedic Hospital,Tamilnadu,Erode,"606/A, Mettur Main Road, Bhavani,",638301
1342,Dr. M.L.Gupta Memorial Centre,Haryana,Faridabad,"B.P. 5E/4, Railway Road, Nit,Nit - Faridabad,",121001
1343,Dr. Mahesh Rathod Hospital,Gujarat,Rajkot,"1, Sardarnagar, Nr. Astran Chowk, Rajkot",360001
1344,Dr. Malathi Manipal Hospital,Karnataka,Bangalore,"45/1, 45Th Cross, 9Th Block, Jayanagar, Bangalore-560069",560069
1345,Dr. Manish Patankars Nath Hospital,Maharashtra,Mumbai,"101, A-Wing, Golden Havens Apartments, Kolbad Road, Khopat, Thana West-400601",400601
1346,Dr. Manohara Sai Gowda Memorial Hospital,Karnataka,Mulbagal,"Nh-4, Opposite Inspection Bungalow, Mulbagal",563131
1347,Dr. Mehta'S Multispeciality Hospital Pvt Ltd.,Tamilnadu,Chennai,"2 (E), Mc. Nicholas Road, Chennai, Opposite To Chetpet Police Station.",600031
